job_title,qualification,work_experience_years,job_description,communication_interpersonal,teamwork,problemsolving_analyticalthinking,timemanagement,leadership,creativity,stressmanagement,independent_selfmotivated
ProjectManager,GradDiploma,2.05339612915469,This position requires soft skills,0,0,0,1,1,0,1,0
Developer_Programmer,ProDegree,9.385848319757503,This position requires soft skills,1,0,1,0,1,1,1,1
WebDeveloper,NA,6.2165670969184985,This position requires soft skills,1,1,1,1,1,0,1,1
TeamLead,Diploma,1.0974112138193701,This position requires soft skills,0,1,0,0,1,0,0,1
WebDeveloper,AdvDiploma,1.6537179722738202,This position requires soft skills,0,0,0,0,0,0,1,1
BusinessAnalyst,PhD,9.875263155518043,This position requires soft skills,1,1,1,1,1,1,1,0
Developer_Programmer,NA,12.084427949575332,This position requires soft skills,1,1,0,0,1,1,1,1
Developer_Programmer,GradDiploma,6.459739989177203,This position requires soft skills,1,1,1,1,1,0,1,1
BusinessAnalyst,Degree,17.95289637708136,This position requires soft skills,1,1,1,1,0,1,1,1
SoftwareQuality_TestEngineer,GradDiploma,7.266238765424972,This position requires soft skills,1,1,1,1,1,1,0,1
ProjectManager,TechCert,6.766446838427196,This position requires soft skills,1,1,1,1,0,1,0,1
ProjectManager,TechCert,2.4498297123106387,This position requires soft skills,1,1,0,0,0,1,0,1
SoftwareDeveloper,PhD,6.306256699069873,This position requires soft skills,1,1,1,1,0,1,0,1
SoftwareQuality_TestEngineer,PostGradDegree,17.635820606999808,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareEngineer,ProCert,3.3133854290139255,This position requires soft skills,1,1,0,0,0,0,1,1
ApplicationEngineer_Specialist,ProDegree,2.0419144764030954,This position requires soft skills,0,0,0,0,0,0,0,0
SoftwareEngineer,ProDegree,8.67193547136767,This position requires soft skills,1,1,1,1,1,1,1,1
ProjectManager,NA,3.711478917593036,This position requires soft skills,1,0,0,1,1,1,0,1
ITManager,HigherDiploma,15.848549425426668,This position requires soft skills,1,1,1,0,1,1,1,1
SeniorDeveloper,PostGradDegree,15.761963960654764,This position requires soft skills,1,0,1,1,0,1,0,1
SystemAnalyst,Diploma,7.2809306303793,This position requires soft skills,1,0,1,0,1,1,1,1
ProjectManager,GradDiploma,11.630516245612043,This position requires soft skills,1,1,1,1,1,0,1,1
SystemAnalyst,NA,1.7906438192867882,This position requires soft skills,0,1,0,0,0,0,0,0
WebDeveloper,PostGradDegree,7.082113172745066,This position requires soft skills,1,0,1,0,0,1,1,1
SoftwareQuality_TestEngineer,Degree,6.273938054093247,This position requires soft skills,0,1,1,0,0,1,1,1
ApplicationEngineer_Specialist,AdvDiploma,8.466578718503648,This position requires soft skills,0,1,1,0,1,0,1,1
SoftwareQuality_TestEngineer,Diploma,4.651104630701791,This position requires soft skills,1,0,0,0,1,1,1,0
ProjectManager,Diploma,1.8131645484216703,This position requires soft skills,1,0,0,1,0,0,1,1
SoftwareQuality_TestEngineer,TechCert,7.08487524455421,This position requires soft skills,1,1,1,1,1,1,0,1
BusinessAnalyst,AdvDiploma,4.855099511638262,This position requires soft skills,1,0,1,0,1,1,1,0
SoftwareDeveloper,PhD,1.6090749238545226,This position requires soft skills,1,0,0,0,0,0,1,0
SoftwareEngineer,TechCert,3.988543923150025,This position requires soft skills,1,1,0,0,0,0,0,1
SeniorDeveloper,Diploma,2.156775559422799,This position requires soft skills,1,0,0,0,0,1,0,0
Developer_Programmer,TechCert,0.29423849739751595,This position requires soft skills,1,0,0,0,0,0,1,0
SoftwareEngineer,HigherDiploma,14.119855024910674,This position requires soft skills,1,1,1,0,1,1,1,1
BusinessAnalyst,PhD,3.8175137424560694,This position requires soft skills,1,1,1,0,0,0,1,1
Developer_Programmer,Degree,1.0343985189322344,This position requires soft skills,0,1,1,1,1,1,0,0
WebDeveloper,PhD,13.260427383624208,This position requires soft skills,1,1,1,1,1,1,1,1
SystemAnalyst,AdvDiploma,19.447261197762714,This position requires soft skills,1,1,1,1,1,1,0,1
WebDeveloper,Diploma,19.17798392963912,This position requires soft skills,1,1,1,1,1,1,1,1
BusinessAnalyst,TechCert,5.416729890310025,This position requires soft skills,1,0,1,0,1,0,1,1
BusinessAnalyst,TechCert,9.274551431980996,This position requires soft skills,1,1,0,1,1,0,1,0
SoftwareEngineer,HigherDiploma,17.238680616693365,This position requires soft skills,1,1,1,1,0,1,0,0
AnalystProgrammer,NA,1.709923503019781,This position requires soft skills,1,0,1,0,0,1,0,0
SeniorSoftwareEngineer,PostGradDiploma,0.010598573875408723,This position requires soft skills,1,0,0,0,0,1,1,1
WebDeveloper,HigherDiploma,3.537996795400103,This position requires soft skills,1,1,1,0,0,1,0,0
Developer_Programmer,Diploma,6.259062079116889,This position requires soft skills,1,1,0,0,0,1,0,1
WebDeveloper,GradDiploma,3.8729881520626552,This position requires soft skills,1,0,1,1,0,0,1,1
SeniorDeveloper,HigherDiploma,3.5214053490685133,This position requires soft skills,1,1,1,1,0,0,1,1
Solution_SoftwareArchitect,ProCert,13.775548155499223,This position requires soft skills,1,1,1,0,1,1,1,0
SeniorSoftwareEngineer,Degree,10.0071237722493,This position requires soft skills,0,1,1,1,1,1,1,1
WebDeveloper,PhD,0.5647280171724524,This position requires soft skills,0,1,1,1,0,1,0,1
ApplicationEngineer_Specialist,ProCert,5.01987841487431,This position requires soft skills,1,0,1,0,1,0,0,1
SeniorDeveloper,AdvDiploma,4.4835096132874,This position requires soft skills,0,1,1,0,1,0,0,1
SoftwareQuality_TestEngineer,ProCert,1.8433695033415032,This position requires soft skills,1,0,1,1,0,1,0,0
SystemAnalyst,ProDegree,10.016783002205884,This position requires soft skills,1,1,1,1,1,1,1,1
SeniorDeveloper,Degree,2.7218063869792353,This position requires soft skills,1,0,0,0,0,0,0,0
ProjectManager,PhD,1.3446930695933923,This position requires soft skills,0,0,0,0,0,0,0,0
SystemAnalyst,TechCert,2.73210813720921,This position requires soft skills,0,0,1,1,0,0,1,1
BusinessAnalyst,AdvDiploma,18.669348765866445,This position requires soft skills,0,1,1,1,1,1,0,1
SoftwareQuality_TestEngineer,Diploma,17.095793230656184,This position requires soft skills,1,1,0,0,0,0,1,1
SystemAnalyst,PhD,0.43968931172792225,This position requires soft skills,1,1,0,0,0,0,1,1
ProjectManager,ProCert,1.1435244665060091,This position requires soft skills,0,1,0,0,0,0,1,0
ProjectManager,ProCert,16.80069047772261,This position requires soft skills,1,1,0,1,1,1,1,1
SeniorSoftwareEngineer,HigherDiploma,1.9691049059464256,This position requires soft skills,0,0,0,0,0,0,0,0
Developer_Programmer,NA,16.778618334369774,This position requires soft skills,1,1,1,0,0,1,1,1
Developer_Programmer,Master,6.206639754723958,This position requires soft skills,0,0,1,0,0,1,1,0
SoftwareEngineer,Master,3.98286686202085,This position requires soft skills,1,1,0,1,1,1,1,1
Developer_Programmer,PostGradDegree,19.94093330104875,This position requires soft skills,1,1,1,1,1,1,1,1
Solution_SoftwareArchitect,ProDegree,4.986244752605025,This position requires soft skills,0,0,0,1,0,1,1,1
ITManager,PostGradDiploma,3.809249863159079,This position requires soft skills,1,0,1,1,0,1,1,1
TeamLead,PostGradDiploma,3.2849033476963445,This position requires soft skills,1,0,0,0,0,0,1,0
BusinessAnalyst,ProCert,17.845389380966093,This position requires soft skills,1,1,1,1,1,1,1,1
SeniorSoftwareEngineer,ProCert,1.7777946348165465,This position requires soft skills,1,1,0,1,0,0,0,0
TeamLead,ProCert,6.990404667613198,This position requires soft skills,1,1,1,1,1,0,1,1
SeniorDeveloper,Degree,5.2711444127489,This position requires soft skills,0,1,0,1,0,0,1,1
WebDeveloper,Degree,10.906185804740156,This position requires soft skills,1,1,1,1,1,1,1,1
ProjectManager,Degree,9.787459412472291,This position requires soft skills,1,1,1,1,1,1,0,1
BusinessAnalyst,PostGradDiploma,1.3610568700448615,This position requires soft skills,1,0,0,1,0,0,0,0
Solution_SoftwareArchitect,GradDiploma,2.2814530167965343,This position requires soft skills,1,1,0,1,1,0,1,1
SoftwareDeveloper,HigherDiploma,5.951951107324662,This position requires soft skills,1,1,1,0,0,0,0,1
SoftwareDeveloper,Degree,4.296859182720238,This position requires soft skills,1,1,0,0,1,1,1,1
WebDeveloper,GradDiploma,3.8147174429699895,This position requires soft skills,1,1,1,0,0,0,1,1
SeniorDeveloper,HigherDiploma,1.535056212402458,This position requires soft skills,0,1,0,0,1,1,0,0
SeniorDeveloper,Diploma,10.555862208119432,This position requires soft skills,1,0,1,0,0,1,1,1
ProjectManager,HigherDiploma,14.866010328305318,This position requires soft skills,1,1,0,1,1,1,1,1
SystemAnalyst,Degree,2.677870385631003,This position requires soft skills,1,0,1,0,0,1,0,0
WebDeveloper,Degree,3.8267678469564985,This position requires soft skills,0,1,0,0,0,1,0,0
AnalystProgrammer,ProDegree,1.4555221572484338,This position requires soft skills,1,0,0,0,0,1,0,1
SoftwareEngineer,TechCert,1.198080175544633,This position requires soft skills,1,0,0,0,0,0,0,1
ProjectManager,AdvDiploma,3.198048785865596,This position requires soft skills,1,1,0,0,1,1,1,1
ITManager,PostGradDiploma,6.172100643580125,This position requires soft skills,0,1,0,1,1,1,1,1
ApplicationEngineer_Specialist,ProDegree,4.2798684498686095,This position requires soft skills,0,0,1,1,0,0,1,1
SoftwareQuality_TestEngineer,PostGradDegree,2.2626381719982493,This position requires soft skills,1,0,0,1,0,1,0,1
SeniorSoftwareEngineer,ProCert,6.806930983213312,This position requires soft skills,1,0,0,1,0,1,1,0
SoftwareQuality_TestEngineer,Master,4.054973817595934,This position requires soft skills,1,0,1,0,0,1,0,0
ITManager,ProCert,5.659837018077817,This position requires soft skills,0,1,1,1,0,1,0,1
SystemAnalyst,ProDegree,13.538243767292899,This position requires soft skills,1,1,1,1,1,0,1,1
SoftwareDeveloper,ProCert,5.177590611531873,This position requires soft skills,1,1,1,0,0,0,0,1
SystemAnalyst,AdvDiploma,2.5627887249646846,This position requires soft skills,0,1,1,0,0,0,0,1
SeniorDeveloper,HigherDiploma,16.049745249150565,This position requires soft skills,1,1,1,0,1,0,1,1
TeamLead,HigherDiploma,3.269062118053711,This position requires soft skills,0,1,0,0,1,1,0,0
SeniorDeveloper,Degree,0.3208520717576763,This position requires soft skills,1,1,0,1,0,0,0,0
SoftwareQuality_TestEngineer,PostGradDegree,6.622338270868077,This position requires soft skills,1,0,0,1,0,1,1,0
Developer_Programmer,Master,14.870971755809052,This position requires soft skills,1,1,1,1,1,1,0,1
Solution_SoftwareArchitect,Diploma,7.082291428670106,This position requires soft skills,1,1,1,0,0,0,0,1
SystemAnalyst,Master,5.251850823485512,This position requires soft skills,1,0,1,1,0,1,0,1
BusinessAnalyst,HigherDiploma,6.4237631832209265,This position requires soft skills,0,1,0,1,0,1,1,0
SeniorSoftwareEngineer,PhD,3.966304357628735,This position requires soft skills,1,0,1,1,0,0,0,0
Solution_SoftwareArchitect,ProDegree,3.8543458482746997,This position requires soft skills,1,1,1,1,0,1,1,0
ProjectManager,PostGradDegree,18.339501425634673,This position requires soft skills,0,1,1,1,1,1,1,1
SeniorDeveloper,PhD,12.730937526522514,This position requires soft skills,1,1,0,1,1,1,1,1
SoftwareDeveloper,Degree,15.63092799338493,This position requires soft skills,1,1,0,1,1,1,1,1
SystemAnalyst,ProCert,2.316595871385922,This position requires soft skills,1,1,0,1,1,0,0,1
SeniorSoftwareEngineer,AdvDiploma,1.2127120022355262,This position requires soft skills,0,1,0,0,0,1,0,0
SoftwareQuality_TestEngineer,Master,4.8844273010626456,This position requires soft skills,1,1,1,1,0,0,0,1
SoftwareQuality_TestEngineer,PostGradDiploma,0.37310269060285933,This position requires soft skills,1,1,1,0,0,0,1,1
Developer_Programmer,PhD,3.9222960481814777,This position requires soft skills,1,0,1,1,0,0,1,1
AnalystProgrammer,TechCert,6.040039817937174,This position requires soft skills,1,1,1,1,1,1,0,1
SeniorSoftwareEngineer,PostGradDiploma,10.771997635434094,This position requires soft skills,0,1,1,1,1,1,1,1
SoftwareEngineer,Master,0.725757841474666,This position requires soft skills,1,1,0,1,1,0,1,0
SystemAnalyst,PhD,0.7778692612394486,This position requires soft skills,0,1,0,1,0,0,0,1
SoftwareDeveloper,Degree,5.719546302228865,This position requires soft skills,1,0,0,0,0,0,1,1
TeamLead,PostGradDegree,5.475362277049567,This position requires soft skills,0,1,1,0,0,0,1,0
Solution_SoftwareArchitect,GradDiploma,5.72435354552811,This position requires soft skills,0,0,1,0,0,1,1,1
Solution_SoftwareArchitect,Master,17.98716747406761,This position requires soft skills,1,1,1,1,1,1,1,1
WebDeveloper,NA,2.2807031309724373,This position requires soft skills,0,1,0,1,0,1,0,0
ITManager,AdvDiploma,4.416931506474137,This position requires soft skills,1,1,1,0,1,0,0,1
ProjectManager,HigherDiploma,7.2747881178356835,This position requires soft skills,1,1,1,1,0,0,1,1
SeniorSoftwareEngineer,TechCert,15.804355739983077,This position requires soft skills,0,1,1,0,1,1,0,1
ProjectManager,HigherDiploma,5.40415210298978,This position requires soft skills,0,0,1,1,0,1,1,1
Developer_Programmer,PhD,4.717259242635089,This position requires soft skills,1,1,0,0,1,0,0,1
BusinessAnalyst,ProCert,7.1753665142174246,This position requires soft skills,1,1,0,1,1,1,1,0
SystemAnalyst,Master,3.713180062792747,This position requires soft skills,1,1,1,1,1,0,1,1
ApplicationEngineer_Specialist,Degree,14.174188503278053,This position requires soft skills,0,1,1,1,0,1,1,1
SoftwareEngineer,PostGradDiploma,1.0926464385070296,This position requires soft skills,1,1,0,0,1,0,0,1
Solution_SoftwareArchitect,NA,5.6911138415064,This position requires soft skills,1,1,1,0,1,1,1,1
AnalystProgrammer,HigherDiploma,3.2352577089005936,This position requires soft skills,1,1,0,0,1,0,0,1
Solution_SoftwareArchitect,Diploma,4.583976740900865,This position requires soft skills,1,1,1,1,1,1,1,1
AnalystProgrammer,HigherDiploma,18.53215649001571,This position requires soft skills,1,0,1,1,0,0,1,1
SoftwareDeveloper,HigherDiploma,12.456999227176123,This position requires soft skills,0,1,1,1,0,1,0,1
ApplicationEngineer_Specialist,Master,3.8787196610250914,This position requires soft skills,1,0,1,0,1,1,1,1
SoftwareDeveloper,PostGradDegree,19.08245041687153,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,Degree,15.400636595974786,This position requires soft skills,1,0,1,1,0,1,1,1
SoftwareDeveloper,ProDegree,13.299891308746457,This position requires soft skills,1,1,1,1,0,0,1,1
SeniorDeveloper,ProDegree,12.16046384584046,This position requires soft skills,0,1,1,1,0,1,1,1
SoftwareEngineer,Diploma,19.867169563492773,This position requires soft skills,0,1,1,1,1,0,1,1
SoftwareDeveloper,AdvDiploma,3.1484122628355786,This position requires soft skills,1,0,1,0,0,1,0,0
SoftwareQuality_TestEngineer,Diploma,0.2626501095407273,This position requires soft skills,0,0,1,0,1,0,0,0
SoftwareDeveloper,ProCert,6.8157660116655165,This position requires soft skills,0,1,1,1,1,1,0,1
WebDeveloper,HigherDiploma,5.503144728091087,This position requires soft skills,1,1,0,0,0,0,0,1
SeniorDeveloper,Diploma,12.44070114036139,This position requires soft skills,1,1,0,1,1,1,1,0
Developer_Programmer,AdvDiploma,3.327244767627734,This position requires soft skills,0,0,0,0,0,1,0,0
AnalystProgrammer,Diploma,4.850286259841255,This position requires soft skills,1,1,0,0,0,0,0,1
Solution_SoftwareArchitect,PostGradDegree,0.6743753621163158,This position requires soft skills,1,1,0,0,0,0,1,0
ProjectManager,Degree,1.138869416999405,This position requires soft skills,0,0,0,1,0,0,0,0
SeniorDeveloper,GradDiploma,6.608983655807846,This position requires soft skills,1,1,1,0,0,0,1,1
Developer_Programmer,AdvDiploma,12.83723112000925,This position requires soft skills,1,1,1,1,0,0,0,0
Developer_Programmer,ProDegree,10.780542505769441,This position requires soft skills,1,1,1,0,1,0,1,1
AnalystProgrammer,ProDegree,6.25003748070896,This position requires soft skills,0,0,1,1,0,0,0,1
AnalystProgrammer,PhD,17.705369088682794,This position requires soft skills,1,1,0,1,1,1,1,1
BusinessAnalyst,PhD,4.508064317031038,This position requires soft skills,1,1,1,1,0,1,1,1
Solution_SoftwareArchitect,Diploma,1.0244230015476776,This position requires soft skills,1,1,0,0,0,0,0,1
ApplicationEngineer_Specialist,Degree,5.839796647730932,This position requires soft skills,1,1,1,1,0,1,0,0
Solution_SoftwareArchitect,HigherDiploma,1.9340444799120484,This position requires soft skills,0,1,0,1,0,1,0,0
ITManager,ProDegree,3.100769420158345,This position requires soft skills,0,1,1,0,0,0,0,0
ITManager,PostGradDiploma,0.7922754707450905,This position requires soft skills,1,0,0,1,0,0,0,1
SystemAnalyst,GradDiploma,2.015760390494612,This position requires soft skills,0,0,1,1,0,1,0,0
SoftwareDeveloper,PostGradDegree,2.1263177040619885,This position requires soft skills,0,0,0,0,0,1,0,1
WebDeveloper,HigherDiploma,1.2099777253913147,This position requires soft skills,1,1,0,1,0,1,1,1
ApplicationEngineer_Specialist,TechCert,3.0621006233073462,This position requires soft skills,0,0,1,1,0,1,0,1
BusinessAnalyst,PostGradDegree,16.48491594336489,This position requires soft skills,1,1,1,1,1,0,1,0
SeniorSoftwareEngineer,PhD,7.014867199588416,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,PhD,5.546403878646711,This position requires soft skills,0,1,0,1,0,0,0,1
ITManager,AdvDiploma,2.2142027570031475,This position requires soft skills,0,0,0,0,0,0,1,0
SystemAnalyst,ProDegree,5.069973031858373,This position requires soft skills,1,0,1,1,1,0,1,1
WebDeveloper,Diploma,12.32282126128379,This position requires soft skills,1,1,1,1,0,1,0,1
SeniorSoftwareEngineer,Diploma,5.169773564770703,This position requires soft skills,1,1,0,0,1,1,1,1
Developer_Programmer,ProDegree,14.078252435480668,This position requires soft skills,0,1,0,1,1,1,1,1
SoftwareQuality_TestEngineer,GradDiploma,2.0391100376612736,This position requires soft skills,1,1,0,1,0,0,0,1
ITManager,ProDegree,6.850805447653744,This position requires soft skills,1,1,1,0,1,0,0,1
BusinessAnalyst,PostGradDiploma,4.565080222649006,This position requires soft skills,1,1,0,1,1,1,1,1
SoftwareQuality_TestEngineer,HigherDiploma,4.274484232444036,This position requires soft skills,0,1,1,0,1,0,0,0
SoftwareQuality_TestEngineer,Degree,19.772100774378522,This position requires soft skills,1,1,1,1,1,1,1,1
Developer_Programmer,GradDiploma,0.15751631390841617,This position requires soft skills,0,0,0,1,0,0,0,0
SystemAnalyst,Diploma,3.346367742864855,This position requires soft skills,1,1,0,1,0,0,0,0
ProjectManager,ProCert,18.883754270306213,This position requires soft skills,1,1,0,1,1,1,1,1
ITManager,PostGradDegree,2.7192884102738537,This position requires soft skills,0,0,1,0,0,0,0,0
WebDeveloper,Degree,5.741100113463554,This position requires soft skills,1,0,1,1,1,1,0,1
ApplicationEngineer_Specialist,PostGradDegree,4.210762942506226,This position requires soft skills,1,0,1,1,0,1,0,1
SeniorDeveloper,Diploma,4.871046596919279,This position requires soft skills,1,1,1,1,1,1,0,1
TeamLead,AdvDiploma,1.894246350733541,This position requires soft skills,1,1,0,0,0,0,0,0
Developer_Programmer,GradDiploma,0.662034557831921,This position requires soft skills,0,0,1,0,0,1,0,1
Solution_SoftwareArchitect,TechCert,0.7284302201239801,This position requires soft skills,0,0,1,1,0,0,1,1
ApplicationEngineer_Specialist,Master,10.16727787393295,This position requires soft skills,1,0,1,1,1,1,0,1
SystemAnalyst,Master,7.31895171365053,This position requires soft skills,0,1,0,0,1,0,1,1
Solution_SoftwareArchitect,NA,7.202935873202649,This position requires soft skills,1,1,1,1,0,1,1,0
TeamLead,PostGradDiploma,2.472249231590226,This position requires soft skills,0,1,0,0,0,0,0,1
ApplicationEngineer_Specialist,PhD,4.833382978569719,This position requires soft skills,1,1,1,0,1,0,1,0
Developer_Programmer,ProDegree,17.054080725794265,This position requires soft skills,1,1,1,1,1,0,0,1
ITManager,Degree,9.586244397671884,This position requires soft skills,1,1,0,1,1,1,1,1
TeamLead,Diploma,1.7977066675981652,This position requires soft skills,1,0,1,1,0,0,0,0
ApplicationEngineer_Specialist,ProDegree,0.6283049730811371,This position requires soft skills,0,1,0,1,0,1,0,1
ITManager,TechCert,5.736317619443351,This position requires soft skills,1,1,1,1,1,1,0,0
Developer_Programmer,PostGradDiploma,3.33688387383838,This position requires soft skills,0,1,0,1,0,0,0,1
SoftwareDeveloper,ProCert,0.3960602948141909,This position requires soft skills,0,0,0,0,0,1,0,0
TeamLead,ProDegree,4.880484630539112,This position requires soft skills,0,1,1,1,1,1,1,1
TeamLead,PhD,12.846973730099776,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareQuality_TestEngineer,Degree,6.4271202899877995,This position requires soft skills,0,0,1,1,1,0,0,0
SeniorDeveloper,PostGradDiploma,3.7394041982845594,This position requires soft skills,1,1,1,0,1,0,1,0
SoftwareEngineer,TechCert,0.5105503695386027,This position requires soft skills,1,0,0,0,0,0,0,0
Developer_Programmer,HigherDiploma,4.4769004936757835,This position requires soft skills,1,1,1,0,1,0,0,1
SoftwareDeveloper,HigherDiploma,2.266161617738535,This position requires soft skills,0,1,0,1,0,1,0,1
TeamLead,NA,2.8352272725009877,This position requires soft skills,0,0,1,1,0,1,1,0
SoftwareEngineer,PostGradDiploma,4.114382902307499,This position requires soft skills,1,0,1,1,0,1,1,0
ITManager,AdvDiploma,4.593716805483333,This position requires soft skills,1,0,0,1,0,0,0,1
SoftwareDeveloper,PhD,3.5166935176586347,This position requires soft skills,1,0,1,0,1,1,0,1
Solution_SoftwareArchitect,PhD,13.414464294658668,This position requires soft skills,1,1,1,0,0,1,0,1
SoftwareDeveloper,HigherDiploma,4.315714408931732,This position requires soft skills,0,1,1,1,0,1,0,0
Solution_SoftwareArchitect,PhD,7.684068631326418,This position requires soft skills,0,1,1,0,1,1,1,1
Solution_SoftwareArchitect,Diploma,0.3574641277768331,This position requires soft skills,1,1,1,0,0,0,1,1
SeniorSoftwareEngineer,Diploma,3.3582726924568362,This position requires soft skills,0,0,0,1,0,1,0,1
WebDeveloper,PostGradDegree,5.416926937196015,This position requires soft skills,0,1,0,1,1,1,1,1
SoftwareEngineer,PostGradDegree,1.3578962778504244,This position requires soft skills,0,0,1,0,0,0,1,0
Solution_SoftwareArchitect,PostGradDegree,19.167796722287534,This position requires soft skills,0,0,1,0,1,1,1,0
SeniorSoftwareEngineer,Diploma,1.447421986184573,This position requires soft skills,0,0,0,0,0,0,1,0
SeniorSoftwareEngineer,Master,6.556170543385422,This position requires soft skills,1,1,1,1,1,1,1,0
SeniorDeveloper,TechCert,1.3614749609395251,This position requires soft skills,1,1,1,0,0,0,0,0
ITManager,ProDegree,4.363434216335189,This position requires soft skills,1,1,1,1,1,0,1,0
SeniorDeveloper,Master,5.4512298620540625,This position requires soft skills,1,1,1,0,0,1,1,0
Developer_Programmer,ProDegree,4.146805647409473,This position requires soft skills,1,0,1,1,1,1,1,1
ITManager,PhD,6.745447668426465,This position requires soft skills,1,1,1,1,1,0,1,1
SoftwareQuality_TestEngineer,ProCert,1.5119074368595848,This position requires soft skills,1,1,0,0,0,0,1,0
ApplicationEngineer_Specialist,TechCert,4.859986586456761,This position requires soft skills,0,0,0,0,1,0,0,1
SoftwareEngineer,ProDegree,6.343926943420085,This position requires soft skills,0,1,0,1,0,1,0,0
Solution_SoftwareArchitect,ProDegree,16.715908383274595,This position requires soft skills,1,1,1,1,1,1,1,1
Solution_SoftwareArchitect,TechCert,19.798758285379936,This position requires soft skills,1,1,0,1,1,1,1,1
ProjectManager,HigherDiploma,3.7707294203565995,This position requires soft skills,1,1,1,1,0,1,0,1
Developer_Programmer,TechCert,0.5193716926782166,This position requires soft skills,0,0,1,0,1,0,0,1
SeniorSoftwareEngineer,ProDegree,3.235112072222208,This position requires soft skills,1,0,0,0,0,0,0,0
AnalystProgrammer,Diploma,0.46133655352349506,This position requires soft skills,1,1,0,1,0,0,0,1
ProjectManager,Master,3.3713087137401185,This position requires soft skills,0,1,0,1,0,0,0,0
SeniorSoftwareEngineer,TechCert,1.8125685706129029,This position requires soft skills,0,0,1,0,0,0,1,1
WebDeveloper,GradDiploma,2.383579403500643,This position requires soft skills,0,0,0,1,0,0,1,0
TeamLead,PostGradDegree,2.3992456125799957,This position requires soft skills,1,0,1,0,1,1,1,1
SoftwareEngineer,Master,8.242484537075443,This position requires soft skills,1,1,1,0,1,0,0,0
TeamLead,HigherDiploma,4.653741331667067,This position requires soft skills,0,1,1,0,0,0,0,1
SeniorSoftwareEngineer,TechCert,3.1368210929955644,This position requires soft skills,1,0,0,1,0,0,1,0
ITManager,Master,2.553509655217914,This position requires soft skills,1,0,0,1,0,0,1,0
SeniorSoftwareEngineer,TechCert,19.00751983563597,This position requires soft skills,1,1,0,1,0,0,1,1
ApplicationEngineer_Specialist,PostGradDegree,4.161043329991287,This position requires soft skills,1,0,0,0,0,0,1,1
TeamLead,ProDegree,2.281875216185497,This position requires soft skills,1,1,0,1,0,1,0,0
Solution_SoftwareArchitect,TechCert,18.29859009754677,This position requires soft skills,1,1,0,1,1,0,0,1
WebDeveloper,TechCert,2.5174939044760474,This position requires soft skills,0,0,0,0,1,1,0,1
SystemAnalyst,TechCert,13.20877679810949,This position requires soft skills,1,1,1,1,0,1,1,1
AnalystProgrammer,PostGradDiploma,16.292647453978425,This position requires soft skills,1,1,1,1,1,1,1,1
BusinessAnalyst,GradDiploma,17.447951917681834,This position requires soft skills,1,1,0,1,1,0,1,1
BusinessAnalyst,Diploma,5.907232524976985,This position requires soft skills,0,1,0,1,0,1,0,1
SoftwareEngineer,NA,8.97571018182538,This position requires soft skills,0,1,1,1,1,1,1,1
SoftwareEngineer,Master,6.742743924423456,This position requires soft skills,1,1,1,0,0,0,1,1
Developer_Programmer,AdvDiploma,7.294273719071112,This position requires soft skills,1,1,0,1,0,0,1,0
SeniorSoftwareEngineer,Diploma,6.920402071196616,This position requires soft skills,0,0,1,0,0,1,1,1
ITManager,Diploma,16.410552665535583,This position requires soft skills,1,1,1,1,1,1,1,1
ProjectManager,NA,16.7429829015486,This position requires soft skills,1,1,1,0,1,1,1,1
SeniorDeveloper,AdvDiploma,13.498620392996713,This position requires soft skills,1,1,1,1,1,0,1,1
ProjectManager,AdvDiploma,3.8879154701221132,This position requires soft skills,1,0,0,0,0,1,0,0
Solution_SoftwareArchitect,HigherDiploma,6.9347342133914625,This position requires soft skills,1,1,1,0,0,0,1,1
ITManager,Diploma,4.608782537665439,This position requires soft skills,0,1,1,1,1,0,1,1
SoftwareDeveloper,PostGradDiploma,2.9468785686081804,This position requires soft skills,0,1,0,1,0,0,0,0
ProjectManager,AdvDiploma,5.57080356368448,This position requires soft skills,1,1,1,0,1,0,1,0
BusinessAnalyst,Master,5.088710348875889,This position requires soft skills,1,0,1,1,0,1,1,0
ApplicationEngineer_Specialist,Master,15.684802276669195,This position requires soft skills,0,1,1,1,1,1,1,1
Solution_SoftwareArchitect,AdvDiploma,4.688718524345616,This position requires soft skills,0,1,1,1,0,0,0,1
ApplicationEngineer_Specialist,PhD,16.848795277613213,This position requires soft skills,0,1,0,1,0,1,1,1
WebDeveloper,Degree,11.155307965875775,This position requires soft skills,0,1,1,1,1,0,0,1
TeamLead,PhD,0.9290086883149672,This position requires soft skills,0,1,0,1,0,0,1,1
Developer_Programmer,GradDiploma,8.266529532567331,This position requires soft skills,1,0,0,1,1,1,1,1
TeamLead,Master,1.8765519159748167,This position requires soft skills,0,0,1,1,0,1,1,0
SeniorSoftwareEngineer,TechCert,3.6532368484206206,This position requires soft skills,1,1,1,1,0,1,1,0
Developer_Programmer,GradDiploma,7.057803978574258,This position requires soft skills,0,1,1,1,1,1,1,1
WebDeveloper,ProCert,10.621074666080496,This position requires soft skills,0,1,0,1,1,1,1,1
