job_title,qualification,work_experience_years,job_description,communication_interpersonal,teamwork,problemsolving_analyticalthinking,timemanagement,leadership,creativity,stressmanagement,independent_selfmotivated
SeniorDeveloper,Degree,16.34279660631995,This position requires soft skills,1,1,1,1,1,0,1,1
Developer_Programmer,NA,2.7518305010222215,This position requires soft skills,0,0,1,0,0,0,1,1
SeniorSoftwareEngineer,HigherDiploma,2.9401692456120383,This position requires soft skills,1,1,0,1,0,1,1,1
AnalystProgrammer,HigherDiploma,3.912642463462756,This position requires soft skills,0,1,1,0,0,1,1,1
SeniorDeveloper,PostGradDegree,11.019201411379758,This position requires soft skills,1,1,1,1,1,1,1,1
WebDeveloper,GradDiploma,0.29803773035731934,This position requires soft skills,1,1,0,1,0,0,1,0
WebDeveloper,NA,3.31592671450674,This position requires soft skills,1,0,0,1,0,1,1,1
WebDeveloper,NA,0.3675754218801325,This position requires soft skills,1,0,0,1,0,1,0,1
SoftwareDeveloper,NA,2.169987948207829,This position requires soft skills,0,0,1,0,0,0,0,1
ITManager,TechCert,18.03253012217484,This position requires soft skills,0,1,1,1,1,1,1,0
Developer_Programmer,Degree,4.90523173425218,This position requires soft skills,1,1,0,1,1,1,1,1
SystemAnalyst,ProCert,4.707631490298094,This position requires soft skills,1,1,1,1,1,1,1,1
Developer_Programmer,ProCert,1.9909101033044627,This position requires soft skills,0,0,1,1,0,0,1,0
SoftwareEngineer,AdvDiploma,4.608423569074382,This position requires soft skills,1,1,1,1,1,1,1,1
SystemAnalyst,NA,7.2236327665423286,This position requires soft skills,1,0,1,1,1,1,0,1
SeniorSoftwareEngineer,PostGradDiploma,3.0718120190152587,This position requires soft skills,0,0,0,1,1,1,0,1
AnalystProgrammer,ProCert,1.2742253208792829,This position requires soft skills,1,0,1,1,0,0,1,1
ITManager,PostGradDiploma,0.2767088003021787,This position requires soft skills,1,1,1,1,1,1,0,0
SoftwareEngineer,ProDegree,2.7333144122254747,This position requires soft skills,0,1,0,1,1,1,0,1
SoftwareEngineer,PostGradDiploma,13.06800415005864,This position requires soft skills,1,1,1,1,1,0,0,1
TeamLead,NA,0.5637502075439682,This position requires soft skills,1,1,1,1,0,0,0,1
AnalystProgrammer,Degree,5.945428122382831,This position requires soft skills,1,1,1,1,0,1,0,1
WebDeveloper,HigherDiploma,0.7485328378766629,This position requires soft skills,1,1,1,0,1,1,0,1
SeniorDeveloper,ProCert,5.234246209099725,This position requires soft skills,1,1,0,1,0,1,1,0
SeniorSoftwareEngineer,PhD,1.8745668975024634,This position requires soft skills,1,1,0,1,0,0,1,0
Solution_SoftwareArchitect,ProDegree,19.62980981764479,This position requires soft skills,1,1,0,1,1,1,0,1
BusinessAnalyst,Diploma,3.50632919053494,This position requires soft skills,0,1,0,1,1,1,1,0
ProjectManager,ProCert,4.686498564788689,This position requires soft skills,1,1,1,1,1,0,1,1
TeamLead,TechCert,7.179751763608344,This position requires soft skills,1,1,1,1,1,0,1,1
SystemAnalyst,PostGradDiploma,4.483429346057201,This position requires soft skills,0,1,1,1,1,1,0,0
AnalystProgrammer,PostGradDegree,4.765214500424001,This position requires soft skills,1,1,1,0,0,1,1,1
BusinessAnalyst,TechCert,6.998405513656219,This position requires soft skills,0,1,0,1,0,1,0,1
WebDeveloper,PostGradDiploma,1.5875037385208808,This position requires soft skills,0,1,1,1,1,0,0,0
SystemAnalyst,NA,3.71955324355979,This position requires soft skills,0,0,1,1,1,1,1,1
SoftwareEngineer,HigherDiploma,4.018271942847949,This position requires soft skills,1,1,0,1,0,1,1,1
ITManager,Degree,13.162876201300946,This position requires soft skills,1,1,1,1,0,1,1,1
SeniorDeveloper,TechCert,1.0083503706822756,This position requires soft skills,0,1,1,1,1,0,0,0
WebDeveloper,AdvDiploma,1.7724298830903844,This position requires soft skills,1,1,0,0,0,0,0,0
SoftwareEngineer,Diploma,17.998261153523575,This position requires soft skills,1,1,1,1,1,1,1,0
Solution_SoftwareArchitect,Diploma,0.8750356578685495,This position requires soft skills,1,1,1,0,1,0,0,0
SystemAnalyst,TechCert,0.47662112451946376,This position requires soft skills,1,0,0,1,0,0,0,1
SystemAnalyst,PostGradDegree,1.419094237824969,This position requires soft skills,1,1,0,0,0,0,1,1
Developer_Programmer,PhD,1.707472137561711,This position requires soft skills,0,0,1,1,1,1,1,1
BusinessAnalyst,Degree,2.329839344669647,This position requires soft skills,1,0,0,0,0,0,1,0
SeniorDeveloper,PostGradDegree,4.178001200884187,This position requires soft skills,1,1,1,0,1,0,1,1
WebDeveloper,AdvDiploma,2.3973586610202795,This position requires soft skills,0,1,1,0,1,1,0,0
BusinessAnalyst,GradDiploma,2.7616290107368067,This position requires soft skills,1,1,1,1,1,0,0,0
SystemAnalyst,PhD,14.867422043671073,This position requires soft skills,0,1,1,1,1,1,1,1
SoftwareQuality_TestEngineer,PhD,4.695451618157724,This position requires soft skills,1,0,0,0,0,1,1,1
SeniorSoftwareEngineer,ProCert,13.29575470678543,This position requires soft skills,1,1,1,1,1,1,0,0
Solution_SoftwareArchitect,PostGradDegree,1.8784007337235868,This position requires soft skills,1,0,1,1,0,1,0,0
BusinessAnalyst,Diploma,3.5866110613679254,This position requires soft skills,1,1,1,0,1,0,1,1
SeniorDeveloper,PostGradDiploma,6.688084515902492,This position requires soft skills,1,1,1,1,1,1,1,0
SeniorDeveloper,AdvDiploma,3.30235944000732,This position requires soft skills,1,1,1,0,0,1,0,1
SeniorDeveloper,PostGradDegree,5.624371678645705,This position requires soft skills,1,1,1,1,0,1,1,1
Developer_Programmer,ProDegree,12.3381609837088,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareEngineer,AdvDiploma,2.7404921752286158,This position requires soft skills,1,1,0,1,1,1,0,1
SystemAnalyst,ProCert,0.38219434707379685,This position requires soft skills,0,1,0,1,0,1,1,0
Solution_SoftwareArchitect,ProDegree,1.7061670931105424,This position requires soft skills,1,1,1,0,0,1,0,0
SoftwareEngineer,PostGradDegree,0.5168498043053291,This position requires soft skills,1,0,0,0,0,1,0,1
ProjectManager,Degree,6.307291944266254,This position requires soft skills,0,1,0,1,0,1,1,0
SoftwareQuality_TestEngineer,ProCert,1.268207269933818,This position requires soft skills,0,1,1,1,0,1,0,0
AnalystProgrammer,GradDiploma,14.83954331687692,This position requires soft skills,1,1,0,1,1,1,1,1
SoftwareEngineer,TechCert,19.511376584508227,This position requires soft skills,1,1,1,0,0,1,1,1
ProjectManager,ProCert,1.5952344880480462,This position requires soft skills,1,1,1,0,0,1,0,1
SoftwareDeveloper,HigherDiploma,5.748654470749875,This position requires soft skills,0,1,1,1,1,0,0,1
Developer_Programmer,Diploma,5.771703583890503,This position requires soft skills,0,0,1,0,1,1,0,1
Developer_Programmer,PostGradDiploma,7.374828077914589,This position requires soft skills,1,1,0,1,1,0,1,1
SoftwareEngineer,GradDiploma,1.6715668437209152,This position requires soft skills,1,1,1,1,1,0,0,1
SeniorSoftwareEngineer,ProCert,7.385739291367736,This position requires soft skills,1,1,1,0,1,1,1,1
SoftwareDeveloper,Diploma,4.425696595074411,This position requires soft skills,1,0,0,1,1,1,0,1
SeniorDeveloper,GradDiploma,5.104098389820326,This position requires soft skills,1,0,1,0,0,0,1,1
SeniorSoftwareEngineer,PhD,15.592611888117032,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,PostGradDiploma,14.013639379826166,This position requires soft skills,1,1,1,1,0,0,1,1
WebDeveloper,GradDiploma,2.209186062386577,This position requires soft skills,1,0,0,0,1,1,0,1
TeamLead,PostGradDegree,9.278680854888215,This position requires soft skills,1,1,1,1,1,1,1,1
AnalystProgrammer,GradDiploma,8.053508366731124,This position requires soft skills,1,1,1,1,1,1,1,1
SeniorDeveloper,TechCert,6.357916220073774,This position requires soft skills,1,1,1,1,0,1,1,1
ApplicationEngineer_Specialist,AdvDiploma,4.615395887646721,This position requires soft skills,1,1,1,1,0,1,1,1
SoftwareQuality_TestEngineer,GradDiploma,7.3665804200047145,This position requires soft skills,1,1,0,0,1,1,1,1
SeniorDeveloper,PostGradDegree,4.526067417485995,This position requires soft skills,0,1,1,1,1,0,1,0
BusinessAnalyst,PhD,1.1254226466613337,This position requires soft skills,1,1,1,1,0,1,1,1
SoftwareDeveloper,PhD,4.204125536472996,This position requires soft skills,1,1,0,1,0,1,0,1
Developer_Programmer,ProDegree,15.601244097880024,This position requires soft skills,1,1,0,1,1,0,1,0
SeniorDeveloper,NA,18.780334709138494,This position requires soft skills,1,1,0,0,1,1,0,1
ITManager,PhD,4.447792121080299,This position requires soft skills,1,0,0,1,1,1,1,0
Developer_Programmer,Diploma,14.268811762364624,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,AdvDiploma,0.3859599630731307,This position requires soft skills,1,0,0,1,0,1,0,0
BusinessAnalyst,ProCert,1.3841301836706292,This position requires soft skills,1,1,1,0,1,1,1,0
TeamLead,PhD,5.883285275035746,This position requires soft skills,0,0,1,1,0,1,1,1
Solution_SoftwareArchitect,PhD,6.8090617405637035,This position requires soft skills,1,1,1,1,0,1,1,0
TeamLead,AdvDiploma,4.723066364036116,This position requires soft skills,0,1,1,1,0,1,1,1
SystemAnalyst,Degree,4.423382572203091,This position requires soft skills,0,1,0,0,1,1,1,1
SoftwareQuality_TestEngineer,TechCert,8.301768073945164,This position requires soft skills,1,1,1,1,1,1,1,1
TeamLead,PostGradDiploma,6.298473231652569,This position requires soft skills,1,1,0,1,1,1,0,0
SoftwareEngineer,PhD,18.365235357975052,This position requires soft skills,1,1,1,1,0,1,1,0
BusinessAnalyst,ProDegree,3.040153929962436,This position requires soft skills,1,0,1,0,1,1,1,1
SoftwareEngineer,Degree,0.07356388123175792,This position requires soft skills,0,0,1,0,0,0,0,1
SystemAnalyst,ProCert,2.5863867641250295,This position requires soft skills,0,0,0,1,0,0,1,1
WebDeveloper,ProDegree,5.516045967389799,This position requires soft skills,1,1,1,1,0,1,1,0
ApplicationEngineer_Specialist,ProCert,3.58969766504981,This position requires soft skills,0,0,1,1,1,1,1,0
Solution_SoftwareArchitect,AdvDiploma,4.516076437765145,This position requires soft skills,1,1,0,1,0,0,1,1
AnalystProgrammer,ProDegree,0.1408045768172698,This position requires soft skills,1,0,0,1,0,1,1,1
SeniorSoftwareEngineer,AdvDiploma,6.72846160956294,This position requires soft skills,1,1,1,1,0,1,1,1
ApplicationEngineer_Specialist,Degree,17.679325966459356,This position requires soft skills,1,1,1,1,1,0,1,1
SeniorDeveloper,ProDegree,4.240338392016788,This position requires soft skills,1,0,1,1,1,1,1,1
ProjectManager,ProCert,7.380488768306268,This position requires soft skills,1,0,1,1,1,1,0,1
TeamLead,ProDegree,1.1960311821978276,This position requires soft skills,1,1,1,0,0,1,1,0
ApplicationEngineer_Specialist,PhD,7.06748967679174,This position requires soft skills,0,1,1,0,1,1,0,1
TeamLead,PostGradDiploma,1.1446963276511366,This position requires soft skills,1,1,0,0,1,0,1,0
ITManager,Degree,8.10407979201719,This position requires soft skills,1,1,1,1,0,1,0,1
BusinessAnalyst,Master,0.9486574999399138,This position requires soft skills,0,0,0,0,0,1,0,1
SeniorDeveloper,Degree,4.0549868770400455,This position requires soft skills,1,1,1,0,0,0,1,1
SoftwareEngineer,PhD,4.5715398482358625,This position requires soft skills,1,1,1,0,0,0,1,1
SoftwareDeveloper,ProCert,6.5936561813077175,This position requires soft skills,1,1,1,1,1,0,1,0
ApplicationEngineer_Specialist,HigherDiploma,17.453683161547474,This position requires soft skills,1,1,1,1,1,1,1,1
ApplicationEngineer_Specialist,PhD,1.6937114898817769,This position requires soft skills,1,0,0,0,0,0,0,1
TeamLead,PostGradDiploma,3.983419893698023,This position requires soft skills,1,1,1,0,1,1,1,0
SoftwareEngineer,Degree,3.17031514231535,This position requires soft skills,0,0,1,1,0,0,0,1
SystemAnalyst,GradDiploma,8.98239282839451,This position requires soft skills,0,1,1,1,1,1,1,1
WebDeveloper,ProDegree,4.4462639932475625,This position requires soft skills,1,0,0,0,1,0,1,1
ITManager,Degree,4.9337007774638595,This position requires soft skills,1,1,1,1,1,1,0,1
ApplicationEngineer_Specialist,PhD,4.944631827030864,This position requires soft skills,1,1,0,0,1,1,1,0
BusinessAnalyst,PostGradDiploma,5.796246301754848,This position requires soft skills,1,1,1,1,1,1,1,1
ITManager,Diploma,11.51773349336792,This position requires soft skills,1,1,1,1,0,0,1,0
ProjectManager,Master,6.57907983580977,This position requires soft skills,1,0,0,1,0,0,0,1
WebDeveloper,Diploma,3.8311719386024885,This position requires soft skills,1,1,0,1,0,1,1,1
SoftwareEngineer,TechCert,0.321345020759796,This position requires soft skills,0,1,0,0,0,0,0,0
Developer_Programmer,Master,6.29007512586225,This position requires soft skills,0,1,1,1,1,0,1,1
ITManager,AdvDiploma,5.25527136769329,This position requires soft skills,1,1,1,1,0,1,1,1
SoftwareDeveloper,TechCert,3.819622984573435,This position requires soft skills,1,0,1,1,0,0,0,0
SoftwareEngineer,NA,2.263277403870515,This position requires soft skills,0,1,0,1,0,0,0,1
Developer_Programmer,Diploma,17.42997546147187,This position requires soft skills,1,1,1,1,1,1,1,1
AnalystProgrammer,HigherDiploma,8.736446787510832,This position requires soft skills,1,1,0,1,1,1,1,1
ITManager,PostGradDegree,5.922791573213531,This position requires soft skills,0,0,0,0,1,0,1,0
Developer_Programmer,ProDegree,4.326471738334102,This position requires soft skills,1,1,1,1,0,1,1,0
WebDeveloper,PostGradDegree,6.241198831965841,This position requires soft skills,1,1,1,1,0,1,0,1
SoftwareEngineer,PhD,5.102604748203419,This position requires soft skills,1,1,1,1,1,1,1,1
Developer_Programmer,PostGradDiploma,6.185221499879635,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareEngineer,Master,5.374860011023362,This position requires soft skills,1,1,1,0,0,0,1,1
SystemAnalyst,HigherDiploma,10.390819649433189,This position requires soft skills,0,0,1,1,0,1,1,1
ApplicationEngineer_Specialist,HigherDiploma,7.3326007237444815,This position requires soft skills,1,0,1,0,1,0,0,1
SoftwareDeveloper,TechCert,2.0851713391524833,This position requires soft skills,0,0,1,1,0,1,0,0
SeniorDeveloper,ProCert,4.8907476414803535,This position requires soft skills,0,1,1,1,1,0,0,1
ProjectManager,AdvDiploma,0.6486738744926809,This position requires soft skills,1,0,1,0,0,1,1,1
SoftwareQuality_TestEngineer,Master,3.2575776645855283,This position requires soft skills,0,1,0,0,0,0,1,0
AnalystProgrammer,ProCert,4.662022535797171,This position requires soft skills,1,1,1,1,1,0,0,1
AnalystProgrammer,Master,1.447391811135569,This position requires soft skills,0,1,0,0,0,1,0,1
Solution_SoftwareArchitect,PhD,1.2099069080851104,This position requires soft skills,0,0,0,1,0,1,0,1
SoftwareDeveloper,AdvDiploma,7.043018776068603,This position requires soft skills,0,0,1,1,1,1,0,1
Developer_Programmer,Degree,4.02228343647075,This position requires soft skills,1,1,1,1,1,1,0,1
Developer_Programmer,Master,0.09870312006219421,This position requires soft skills,0,1,1,0,0,0,1,0
ApplicationEngineer_Specialist,ProDegree,1.9984664111734134,This position requires soft skills,1,0,1,1,0,1,0,0
TeamLead,PostGradDiploma,0.9787359810504429,This position requires soft skills,1,1,1,1,0,0,0,0
SeniorSoftwareEngineer,GradDiploma,4.405521537325049,This position requires soft skills,1,1,1,1,0,0,1,0
ApplicationEngineer_Specialist,PhD,6.4879378917508905,This position requires soft skills,1,1,1,1,0,1,1,1
SoftwareQuality_TestEngineer,ProDegree,5.272478878161891,This position requires soft skills,1,1,1,1,0,1,0,1
SeniorDeveloper,AdvDiploma,2.7298704065382204,This position requires soft skills,1,1,1,0,0,1,0,1
SoftwareDeveloper,ProDegree,4.657170289240199,This position requires soft skills,0,1,0,1,0,0,1,1
AnalystProgrammer,Degree,0.5446258607264509,This position requires soft skills,1,1,0,1,1,0,1,1
SeniorDeveloper,Diploma,4.739703783180844,This position requires soft skills,1,1,1,1,0,0,1,0
SystemAnalyst,Diploma,16.67559637841213,This position requires soft skills,1,1,1,1,1,0,1,1
Solution_SoftwareArchitect,AdvDiploma,4.991226647769721,This position requires soft skills,0,1,0,1,0,1,1,1
Developer_Programmer,PostGradDegree,6.833967003986196,This position requires soft skills,1,1,1,1,1,1,0,1
SoftwareEngineer,NA,1.6775638573707994,This position requires soft skills,0,1,1,0,0,0,1,1
ApplicationEngineer_Specialist,PostGradDegree,10.659420713440403,This position requires soft skills,1,1,1,1,0,1,1,1
SoftwareEngineer,PhD,15.115815237423337,This position requires soft skills,1,1,1,1,1,1,0,1
WebDeveloper,Diploma,0.6126779436174891,This position requires soft skills,1,0,1,1,1,0,0,1
Developer_Programmer,PostGradDegree,0.3382938320740664,This position requires soft skills,1,0,0,1,1,0,0,1
SeniorSoftwareEngineer,ProDegree,3.038373034005003,This position requires soft skills,0,0,0,1,0,0,0,1
WebDeveloper,ProCert,5.957667408283349,This position requires soft skills,1,1,1,1,0,1,0,0
SoftwareEngineer,HigherDiploma,6.526478559685115,This position requires soft skills,1,1,1,0,1,1,1,1
SeniorDeveloper,HigherDiploma,4.137709518599414,This position requires soft skills,0,0,1,1,0,0,1,1
ProjectManager,PostGradDiploma,4.209951176365085,This position requires soft skills,0,1,0,0,1,1,1,1
SoftwareDeveloper,GradDiploma,2.357582204938416,This position requires soft skills,1,1,1,0,0,0,0,0
SoftwareEngineer,HigherDiploma,0.7513243862951082,This position requires soft skills,0,0,0,0,1,0,0,0
ITManager,TechCert,4.1006318885106,This position requires soft skills,1,1,0,1,0,1,1,1
Solution_SoftwareArchitect,PostGradDiploma,2.3923137834904624,This position requires soft skills,0,0,0,1,1,0,0,0
AnalystProgrammer,GradDiploma,0.3117879267101334,This position requires soft skills,1,0,0,1,0,1,1,0
SoftwareDeveloper,GradDiploma,3.1666851735297916,This position requires soft skills,1,1,0,1,0,0,1,0
AnalystProgrammer,ProCert,6.9756319522469035,This position requires soft skills,1,1,0,0,0,0,1,1
SoftwareQuality_TestEngineer,GradDiploma,9.300568653937617,This position requires soft skills,1,1,0,1,1,1,1,1
ProjectManager,PostGradDegree,2.9392931159237197,This position requires soft skills,0,1,1,1,1,0,1,1
Solution_SoftwareArchitect,AdvDiploma,4.343421981156712,This position requires soft skills,1,1,1,1,0,1,1,0
BusinessAnalyst,ProDegree,6.667928058058319,This position requires soft skills,1,1,0,0,1,1,0,1
SeniorSoftwareEngineer,PostGradDegree,6.3823081164164694,This position requires soft skills,0,1,1,1,0,0,0,1
Developer_Programmer,Degree,6.970839672051876,This position requires soft skills,0,1,1,0,1,1,1,1
ITManager,ProDegree,5.005899247230131,This position requires soft skills,0,0,0,1,0,0,0,0
AnalystProgrammer,Degree,2.913473409289627,This position requires soft skills,0,1,1,1,1,1,0,0
ApplicationEngineer_Specialist,AdvDiploma,6.551272711433492,This position requires soft skills,1,1,1,1,1,0,1,1
ITManager,PhD,0.6980489074990273,This position requires soft skills,0,1,0,0,0,0,0,0
SoftwareDeveloper,HigherDiploma,4.5334083614223655,This position requires soft skills,1,1,0,1,0,0,1,1
Developer_Programmer,PostGradDegree,0.5388801938835528,This position requires soft skills,1,1,0,0,0,1,1,0
ProjectManager,GradDiploma,5.89135729606227,This position requires soft skills,0,1,1,1,0,1,1,1
Developer_Programmer,HigherDiploma,4.8376961926490605,This position requires soft skills,0,0,0,0,0,1,1,1
ITManager,Master,5.214822778044503,This position requires soft skills,1,0,1,1,0,0,1,1
WebDeveloper,HigherDiploma,1.8589763506361594,This position requires soft skills,0,0,1,1,1,0,0,1
Developer_Programmer,PostGradDiploma,15.280395891564087,This position requires soft skills,1,1,1,1,1,1,1,1
Developer_Programmer,ProCert,2.84860754165176,This position requires soft skills,0,0,0,1,0,0,1,0
SoftwareEngineer,GradDiploma,5.835099355002382,This position requires soft skills,1,1,0,1,0,1,0,1
Developer_Programmer,GradDiploma,7.043799139131232,This position requires soft skills,1,1,1,1,0,1,1,0
SoftwareDeveloper,Degree,1.9867384432551867,This position requires soft skills,1,0,1,0,0,0,1,1
Developer_Programmer,Diploma,5.996131576279254,This position requires soft skills,1,1,0,0,0,1,1,1
SoftwareDeveloper,Master,7.018006210421825,This position requires soft skills,0,0,1,1,1,1,1,1
Solution_SoftwareArchitect,PostGradDegree,2.0334606690386323,This position requires soft skills,1,1,1,0,0,0,0,0
SoftwareDeveloper,HigherDiploma,0.527387698612727,This position requires soft skills,1,1,0,0,1,0,1,1
SeniorSoftwareEngineer,ProDegree,19.240025632202137,This position requires soft skills,1,1,0,0,1,0,1,1
SoftwareEngineer,HigherDiploma,18.843753137655273,This position requires soft skills,1,1,1,1,0,1,0,1
ApplicationEngineer_Specialist,ProDegree,8.458825989263739,This position requires soft skills,1,1,1,1,0,1,0,0
SoftwareDeveloper,PostGradDegree,6.447597878580494,This position requires soft skills,1,1,1,0,1,0,1,1
AnalystProgrammer,PostGradDegree,2.821888997690788,This position requires soft skills,1,1,0,1,1,0,1,1
SoftwareDeveloper,HigherDiploma,3.1397412400965017,This position requires soft skills,1,1,0,1,1,0,1,1
Solution_SoftwareArchitect,AdvDiploma,3.847185708447787,This position requires soft skills,1,1,1,1,1,0,1,0
WebDeveloper,PostGradDegree,1.1117704811570581,This position requires soft skills,0,0,0,0,1,1,0,0
SeniorSoftwareEngineer,ProDegree,7.012579095049837,This position requires soft skills,1,1,0,1,0,1,1,0
SeniorDeveloper,NA,4.236242860526652,This position requires soft skills,0,1,0,1,0,1,1,1
WebDeveloper,AdvDiploma,1.0718047114557163,This position requires soft skills,1,0,1,0,0,1,0,0
AnalystProgrammer,PostGradDegree,6.937121425829222,This position requires soft skills,1,1,1,1,0,1,1,1
ApplicationEngineer_Specialist,NA,3.5186938026341497,This position requires soft skills,0,0,1,0,1,0,1,1
SeniorSoftwareEngineer,ProCert,7.285760334167344,This position requires soft skills,1,1,1,1,1,1,0,1
ITManager,HigherDiploma,2.9197835503532468,This position requires soft skills,1,1,1,1,0,0,0,1
ITManager,PostGradDegree,6.442780621781658,This position requires soft skills,1,1,0,1,1,0,1,0
Developer_Programmer,PhD,8.533789949229291,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareDeveloper,ProDegree,2.043496131443668,This position requires soft skills,1,0,0,0,1,1,1,1
SeniorSoftwareEngineer,ProDegree,3.7804333558602057,This position requires soft skills,0,0,1,1,1,1,0,1
ITManager,ProDegree,4.1302202344961385,This position requires soft skills,1,1,1,1,0,1,0,1
SoftwareQuality_TestEngineer,Degree,6.108164025420352,This position requires soft skills,1,1,0,1,1,1,1,0
TeamLead,Diploma,0.8860751932135196,This position requires soft skills,1,1,0,1,0,1,1,1
SystemAnalyst,PhD,6.3733361733074805,This position requires soft skills,0,1,0,0,1,1,0,0
TeamLead,GradDiploma,0.9784658559006245,This position requires soft skills,1,1,0,1,0,1,0,1
ProjectManager,ProCert,1.0136989131435001,This position requires soft skills,1,0,0,1,0,0,1,0
SeniorSoftwareEngineer,Master,3.026943513143676,This position requires soft skills,1,0,0,1,0,0,0,1
Developer_Programmer,NA,4.165246873324508,This position requires soft skills,0,1,1,0,1,1,1,1
AnalystProgrammer,ProCert,3.85305032594882,This position requires soft skills,1,1,1,1,0,0,0,1
ApplicationEngineer_Specialist,GradDiploma,19.020640773861473,This position requires soft skills,1,1,1,1,1,1,1,1
ITManager,Master,1.6566802407109265,This position requires soft skills,1,1,1,0,0,1,0,0
SoftwareQuality_TestEngineer,PostGradDegree,1.8913192006507848,This position requires soft skills,1,1,1,1,0,0,0,1
AnalystProgrammer,AdvDiploma,0.17060206519845436,This position requires soft skills,1,0,1,0,0,0,0,0
AnalystProgrammer,NA,2.2197562919779354,This position requires soft skills,0,1,0,0,1,1,0,1
ITManager,NA,9.135295738358474,This position requires soft skills,1,1,0,0,1,0,1,1
ApplicationEngineer_Specialist,GradDiploma,13.65868716757551,This position requires soft skills,1,0,0,1,1,1,1,1
SoftwareQuality_TestEngineer,ProCert,6.632317621078165,This position requires soft skills,1,1,1,1,1,1,1,1
WebDeveloper,PostGradDiploma,6.467831367804234,This position requires soft skills,1,1,1,1,0,1,1,1
BusinessAnalyst,TechCert,11.833579067302647,This position requires soft skills,1,1,1,1,1,1,0,1
WebDeveloper,PostGradDegree,5.8025335275730345,This position requires soft skills,1,1,1,0,0,0,0,0
SoftwareEngineer,Diploma,11.658751871485052,This position requires soft skills,1,1,1,1,1,1,0,1
ITManager,NA,1.4031913315143236,This position requires soft skills,1,0,1,1,0,1,0,0
ProjectManager,Degree,2.6425950718710074,This position requires soft skills,0,0,1,1,0,1,1,1
SoftwareEngineer,ProCert,4.16299258359879,This position requires soft skills,1,1,1,1,1,1,1,1
WebDeveloper,ProCert,2.7238114864660634,This position requires soft skills,1,1,1,1,1,0,0,0
SeniorDeveloper,HigherDiploma,0.44071035587725443,This position requires soft skills,0,0,0,0,0,0,0,1
Developer_Programmer,Degree,15.33474513297454,This position requires soft skills,1,1,1,1,1,1,1,1
SoftwareQuality_TestEngineer,Degree,7.235465954633117,This position requires soft skills,0,1,1,1,1,1,1,1
SystemAnalyst,NA,1.6410006273350772,This position requires soft skills,0,1,0,0,1,1,1,1
WebDeveloper,AdvDiploma,16.39088476706336,This position requires soft skills,1,1,1,0,1,1,1,1
SeniorSoftwareEngineer,TechCert,4.036649142660742,This position requires soft skills,1,1,0,1,0,1,0,0
AnalystProgrammer,TechCert,0.43540602604890283,This position requires soft skills,1,0,1,0,0,0,1,1
WebDeveloper,Master,6.872033681648716,This position requires soft skills,0,0,1,1,0,0,0,1
SoftwareDeveloper,ProCert,19.773488870458465,This position requires soft skills,1,1,1,1,1,1,1,1
SeniorSoftwareEngineer,HigherDiploma,2.736026304252968,This position requires soft skills,0,1,1,1,0,0,0,0
SoftwareDeveloper,Diploma,5.544084732687505,This position requires soft skills,0,1,0,0,0,0,1,1
TeamLead,Diploma,2.5901862518789613,This position requires soft skills,1,0,0,1,0,0,0,0
ITManager,GradDiploma,11.984066019509697,This position requires soft skills,1,1,1,1,1,1,1,0
AnalystProgrammer,NA,2.156388611072785,This position requires soft skills,0,1,0,0,0,0,0,0
SeniorDeveloper,NA,13.74198375067429,This position requires soft skills,1,1,1,1,1,1,0,1
BusinessAnalyst,Master,7.82476062276112,This position requires soft skills,1,1,1,1,0,1,0,0
ITManager,TechCert,4.283399218030669,This position requires soft skills,1,0,1,1,0,1,1,1
ITManager,PostGradDiploma,1.62210336356224,This position requires soft skills,0,1,1,1,0,0,1,0
TeamLead,PostGradDegree,3.0869329407297754,This position requires soft skills,1,0,1,1,0,0,1,0
SystemAnalyst,PostGradDegree,0.9567778749622758,This position requires soft skills,0,1,0,1,1,1,0,1
ITManager,PostGradDiploma,9.275014123219457,This position requires soft skills,1,0,1,0,1,1,1,0
ITManager,NA,6.012954027436168,This position requires soft skills,1,1,1,0,1,0,0,1
SeniorDeveloper,Degree,17.565912254594604,This position requires soft skills,1,1,1,1,1,1,1,0
ApplicationEngineer_Specialist,ProCert,5.44504007033847,This position requires soft skills,1,1,1,1,0,0,0,1
AnalystProgrammer,HigherDiploma,7.00499152277856,This position requires soft skills,1,1,1,0,1,1,0,0
SeniorDeveloper,Master,4.75012568093112,This position requires soft skills,1,1,1,1,0,1,0,1
SoftwareEngineer,PostGradDiploma,18.291695764883542,This position requires soft skills,1,1,1,1,0,1,1,1
TeamLead,TechCert,0.35538059239374087,This position requires soft skills,0,1,0,1,1,0,0,1
SeniorSoftwareEngineer,PostGradDegree,4.326406018094088,This position requires soft skills,1,1,1,0,1,0,0,1
TeamLead,GradDiploma,4.075504525236219,This position requires soft skills,0,1,1,1,1,0,1,1
ITManager,Degree,1.09223403278092,This position requires soft skills,0,0,0,0,0,0,0,1
AnalystProgrammer,Degree,0.9917870720064468,This position requires soft skills,1,1,0,1,1,0,1,0
